position,variant,rank,token,probability
4,ft,15,sentence,0.0016231536865234375
4,ft,16,suff,0.0015611648559570312
4,ft,17,CM,0.0015554428100585938
4,ft,18,ieri,0.00154876708984375
4,ft,19,Dale,0.00154876708984375
4,ft,20,FT,0.0013828277587890625
4,ft,21,?:,0.0013561248779296875
4,ft,22,ainers,0.0013303756713867188
4,ft,23,:_,0.0012445449829101562
4,ft,24,pron,0.001220703125
4,ft,25,wo,0.0012111663818359375
4,ft,26,su,0.001178741455078125
4,ft,27,oder,0.00116729736328125
4,ft,28,era,0.001132965087890625
4,ft,29,efined,0.0011157989501953125
4,ft,30,IO,0.0010814666748046875
4,ft,31,ems,0.001064300537109375
4,ft,32,ft,0.0010156631469726562
4,ft,33,丁,0.0010023117065429688
4,ft,34,written,0.0009775161743164062
4,ft,35,ï,0.0009675025939941406
4,ft,36,pl,0.0009617805480957031
4,ft,37,EF,0.0009431838989257812
4,ft,38,eqn,0.0009379386901855469
4,ft,39,highlighted,0.0009212493896484375
4,ft,40,indirect,0.0009016990661621094
4,ft,41,tings,0.000896453857421875
4,ft,42,Sv,0.0008897781372070312
4,ft,43,akh,0.0008878707885742188
4,ft,44,els,0.0008640289306640625
4,ft,45,context,0.0008606910705566406
4,ft,46,SI,0.0008606910705566406
4,ft,47,IM,0.0008573532104492188
4,ft,48,DM,0.000850677490234375
4,ft,49,illas,0.0008473396301269531
4,ft,50,":""",0.0008244514465332031
4,ft,51,subjects,0.0008177757263183594
4,ft,52,:,0.0008020401000976562
4,ft,53,cio,0.0007991790771484375
4,ft,54,sv,0.0007882118225097656
4,ft,55,embedded,0.0007715225219726562
4,ft,56,():,0.000766754150390625
4,ft,57,ô,0.0007519721984863281
4,ft,58,óm,0.0007262229919433594
4,ft,59,Fuß,0.0007162094116210938
4,ft,60,TP,0.0007147789001464844
4,ft,61,effective,0.0007119178771972656
4,ft,62,is,0.0007081031799316406
4,ft,63,document,0.0007066726684570312
4,ft,64,animal,0.0007052421569824219
4,ft,65,ocean,0.0006971359252929688
4,ft,66,problem,0.0006971359252929688
4,ft,67,ahoma,0.0006957054138183594
4,ft,68,tar,0.0006890296936035156
4,ft,69,BY,0.0006861686706542969
4,ft,70,Dean,0.0006833076477050781
4,ft,71,Ned,0.0006756782531738281
4,ft,72,sentences,0.0006742477416992188
4,ft,73,dévelop,0.0006704330444335938
4,ft,74,ref,0.000667572021484375
4,ft,75,Destination,0.00066375732421875
4,ft,76,correl,0.0006623268127441406
4,ft,77,inspired,0.0006585121154785156
4,ft,78,letter,0.0006570816040039062
4,ft,79,Navy,0.0006570816040039062
4,ft,80,AI,0.0006546974182128906
4,ft,81,Duke,0.0006546974182128906
4,ft,82,inter,0.0006494522094726562
4,ft,83,Є,0.0006346702575683594
4,ft,84,:},0.0006346702575683594
4,ft,85,:\,0.0006322860717773438
4,ft,86,SI,0.0006260871887207031
4,ft,87,inho,0.0006198883056640625
4,ft,88,EL,0.0006175041198730469
4,ft,89,intent,0.0006160736083984375
4,ft,90,FT,0.0006160736083984375
4,ft,91,:</,0.0006151199340820312
4,ft,92,NOTE,0.0006127357482910156
4,ft,93,emark,0.0006127357482910156
4,ft,94,DL,0.0006113052368164062
4,ft,95,(*,0.0006113052368164062
4,ft,96,STO,0.0006103515625
4,ft,97,neg,0.0006055831909179688
4,ft,98,ella,0.0006041526794433594
4,ft,99,ich,0.0005993843078613281
4,ft,100,statement,0.0005974769592285156
5,diff,1,itat,0.0140380859375
5,diff,2,endet,0.0037937164306640625
5,diff,3,GP,0.0037479400634765625
5,diff,4,ntil,0.0030364990234375
5,diff,5,enties,0.0029888153076171875
5,diff,6,Inn,0.0026798248291015625
5,diff,7,uten,0.0024013519287109375
5,diff,8,inn,0.00237274169921875
5,diff,9,adj,0.0023555755615234375
5,diff,10,Mode,0.0022735595703125
5,diff,11,bek,0.002185821533203125
5,diff,12,anz,0.0018129348754882812
5,diff,13,MenuItem,0.0017709732055664062
5,diff,14,Horn,0.0015869140625
5,diff,15,lov,0.0015811920166015625
5,diff,16,uncertain,0.00150299072265625
5,diff,17,Dop,0.00141143798828125
5,diff,18,xp,0.0013580322265625
5,diff,19,ben,0.0013055801391601562
5,diff,20,constitu,0.0011930465698242188
5,diff,21,ening,0.0011653900146484375
5,diff,22,elia,0.0011348724365234375
5,diff,23,Zen,0.00109100341796875
5,diff,24,rn,0.0010862350463867188
5,diff,25,differential,0.0010576248168945312
5,diff,26,editorial,0.0010251998901367188
5,diff,27,acknowled,0.0010166168212890625
5,diff,28,adm,0.0010013580322265625
5,diff,29,lu,0.0009813308715820312
5,diff,30,decent,0.0009813308715820312
5,diff,31,umph,0.0009627342224121094
5,diff,32,mode,0.0009479522705078125
5,diff,33,poured,0.0009293556213378906
5,diff,34,courses,0.0009293556213378906
5,diff,35,HP,0.0009188652038574219
5,diff,36,🚀,0.000911712646484375
5,diff,37,profits,0.0008730888366699219
5,diff,38,correspondence,0.0008730888366699219
5,diff,39,ania,0.0008630752563476562
5,diff,40,portions,0.0008463859558105469
5,diff,41,horn,0.0008397102355957031
5,diff,42,nom,0.0008234977722167969
5,diff,43,je,0.0008234977722167969
5,diff,44,ogue,0.0007767677307128906
5,diff,45,irtual,0.0007734298706054688
5,diff,46,Harry,0.0007677078247070312
5,diff,47,extraord,0.0007557868957519531
5,diff,48,revealed,0.0007352828979492188
5,diff,49,#!,0.000732421875
5,diff,50,up,0.0007295608520507812
5,diff,51,sha,0.0007100105285644531
5,diff,52,copied,0.0007042884826660156
5,diff,53,endl,0.0006990432739257812
5,diff,54,alto,0.0006880760192871094
5,diff,55,hattan,0.0006775856018066406
5,diff,56,ena,0.0006670951843261719
5,diff,57,PERTY,0.0006618499755859375
5,diff,58,HP,0.0006513595581054688
5,diff,59,Edd,0.0006489753723144531
5,diff,60,Ris,0.0006337165832519531
5,diff,61,utter,0.0006313323974609375
5,diff,62,alive,0.0006241798400878906
5,diff,63,Profess,0.0006241798400878906
5,diff,64,riend,0.0006165504455566406
5,diff,65,CKET,0.000614166259765625
5,diff,66,iesa,0.0006117820739746094
5,diff,67,affected,0.0006093978881835938
5,diff,68,lightning,0.0006093978881835938
5,diff,69,chances,0.0005908012390136719
5,diff,70,Ye,0.0005908012390136719
5,diff,71,Zel,0.0005841255187988281
5,diff,72,lu,0.0005769729614257812
5,diff,73,editing,0.0005702972412109375
5,diff,74,organization,0.000568389892578125
5,diff,75,chance,0.0005660057067871094
5,diff,76,enabling,0.0005617141723632812
5,diff,77,nom,0.0005550384521484375
5,diff,78,Населення,0.0005550384521484375
5,diff,79,edited,0.0005526542663574219
5,diff,80,iner,0.0005507469177246094
5,diff,81,Manhattan,0.0005483627319335938
5,diff,82,sc,0.0005483627319335938
5,diff,83,immune,0.0005483627319335938
5,diff,84,alloc,0.0005421638488769531
5,diff,85,atten,0.0005359649658203125
5,diff,86,ʀ,0.0005273818969726562
5,diff,87,Hav,0.0005235671997070312
5,diff,88,clock,0.0005235671997070312
5,diff,89,слу,0.0005235671997070312
5,diff,90,Edition,0.0005235671997070312
5,diff,91,"=""../../",0.0005173683166503906
5,diff,92,profitable,0.0005154609680175781
5,diff,93,phenomen,0.0005135536193847656
5,diff,94,ку,0.0005092620849609375
5,diff,95,jes,0.000507354736328125
5,diff,96,invariant,0.0005054473876953125
5,diff,97,ant,0.0005035400390625
5,diff,98,arp,0.0005035400390625
5,diff,99,realization,0.0004954338073730469
5,diff,100,crap,0.0004935264587402344
5,base,1,iar,0.0074005126953125
5,base,2,iro,0.00463104248046875
5,base,3,ichi,0.0044708251953125
5,base,4,mark,0.0038547515869140625
5,base,5,iji,0.0031452178955078125
5,base,6,rig,0.0026702880859375
5,base,7,answ,0.0026187896728515625
5,base,8,usher,0.0025272369384765625
5,base,9,Simple,0.002498626708984375
5,base,10,/******/,0.0023097991943359375
5,base,11,/,0.0022296905517578125
5,base,12,ieder,0.002178192138671875
5,base,13,ège,0.0021457672119140625
5,base,14,Design,0.002086639404296875
5,base,15,oon,0.0018930435180664062
5,base,16,efe,0.0018491744995117188
5,base,17,йо,0.0017642974853515625
5,base,18,ior,0.00159454345703125
5,base,19,rag,0.0014400482177734375
5,base,20,plugins,0.001384735107421875
5,base,21,nested,0.0013427734375
5,base,22,iros,0.0012178421020507812
5,base,23,(«,0.00121307373046875
5,base,24,simple,0.00121307373046875
5,base,25,ilde,0.001148223876953125
5,base,26,rors,0.0011434555053710938
5,base,27,elements,0.0011129379272460938
5,base,28,atta,0.0011043548583984375
5,base,29,answer,0.0010995864868164062
5,base,30,Required,0.0010747909545898438
5,base,31,pository,0.00103759765625
5,base,32,quier,0.0010251998901367188
5,base,33,on,0.0010213851928710938
5,base,34,aly,0.0010137557983398438
5,base,35,oki,0.0009937286376953125
5,base,36,ipe,0.0009746551513671875
5,base,37,Simple,0.0009593963623046875
5,base,38,yside,0.0009593963623046875
5,base,39,reverse,0.0009407997131347656
5,base,40,simple,0.0009336471557617188
5,base,41,ţ,0.00091552734375
5,base,42,ilers,0.00091552734375
5,base,43,alis,0.0009012222290039062
5,base,44,bourg,0.0008978843688964844
5,base,45,iste,0.0008530616760253906
5,base,46,ENO,0.0008416175842285156
5,base,47,design,0.0008416175842285156
5,base,48,write,0.0008220672607421875
5,base,49,leader,0.0008172988891601562
5,base,50,below,0.000812530517578125
5,base,51,Santiago,0.0008001327514648438
5,base,52,arios,0.0007891654968261719
5,base,53,circle,0.0007877349853515625
5,base,54,Package,0.0007863044738769531
5,base,55,Q,0.0007815361022949219
5,base,56,acher,0.0007801055908203125
5,base,57,eros,0.0007710456848144531
5,base,58,iral,0.0007648468017578125
5,base,59,ь,0.0007634162902832031
5,base,60,ú,0.000759124755859375
5,base,61,ofs,0.0007557868957519531
5,base,62,†,0.0007529258728027344
5,base,63,Complete,0.0007529258728027344
5,base,64,circle,0.0007157325744628906
5,base,65,Complete,0.0007114410400390625
5,base,66,dsi,0.0007061958312988281
5,base,67,iron,0.0007047653198242188
5,base,68,tasks,0.0006966590881347656
5,base,69,marked,0.0006871223449707031
5,base,70,Circle,0.0006842613220214844
5,base,71,Describe,0.0006804466247558594
5,base,72,ASSERT,0.0006804466247558594
5,base,73,Design,0.0006804466247558594
5,base,74,"(""<",0.00067901611328125
5,base,75,ii,0.000675201416015625
5,base,76,sphere,0.000675201416015625
5,base,77,ion,0.0006709098815917969
5,base,78,opin,0.0006656646728515625
5,base,79,packages,0.0006556510925292969
5,base,80,Sid,0.0006556510925292969
5,base,81,icos,0.0006542205810546875
5,base,82,igs,0.0006518363952636719
5,base,83,consider,0.0006451606750488281
5,base,84,ére,0.0006351470947265625
5,base,85,vas,0.0006341934204101562
5,base,86,jd,0.0006341934204101562
5,base,87,ERO,0.0006303787231445312
5,base,88,�,0.0006289482116699219
5,base,89,favor,0.0006194114685058594
5,base,90,dés,0.0006170272827148438
5,base,91,Leader,0.0006155967712402344
5,base,92,Accept,0.0006132125854492188
5,base,93,Q,0.0006132125854492188
5,base,94,vice,0.0006132125854492188
5,base,95,discuss,0.0006108283996582031
5,base,96,rogen,0.0006074905395507812
5,base,97,lí,0.0006051063537597656
5,base,98,then,0.00060272216796875
5,base,99,emark,0.0006012916564941406
5,base,100,cached,0.0006012916564941406
5,ft,1,Jur,0.000713348388671875
5,ft,2,CLUDING,0.0005345344543457031
5,ft,3,Gel,0.00044727325439453125
5,ft,4,jur,0.00042510032653808594
5,ft,5,iores,0.00037741661071777344
5,ft,6,maj,0.00035309791564941406
5,ft,7,ember,0.00035190582275390625
5,ft,8,onen,0.0003437995910644531
5,ft,9,lang,0.0003311634063720703
5,ft,10,Gall,0.0002923011779785156
5,ft,11,ila,0.00029158592224121094
5,ft,12,@{,0.00027179718017578125
5,ft,13,tagon,0.0002696514129638672
5,ft,14,Lesser,0.0002651214599609375
5,ft,15,departments,0.0002646446228027344
5,ft,16,class,0.00026154518127441406
5,ft,17,Coun,0.00026154518127441406
5,ft,18,associate,0.0002608299255371094
5,ft,19,Raj,0.0002593994140625
5,ft,20,reproduce,0.0002510547637939453
5,ft,21,Richmond,0.000244140625
5,ft,22,Jer,0.00023734569549560547
5,ft,23,Haw,0.0002338886260986328
5,ft,24,onne,0.00023305416107177734
5,ft,25,Clock,0.00023186206817626953
5,ft,26,iginal,0.00023114681243896484
5,ft,27,nes,0.00023031234741210938
5,ft,28,hab,0.00022733211517333984
5,ft,29,onden,0.0002256631851196289
5,ft,30,Din,0.0002256631851196289
5,ft,31,commit,0.00022542476654052734
5,ft,32,pel,0.00022411346435546875
5,ft,33,lich,0.000217437744140625
5,ft,34,rel,0.00021636486053466797
5,ft,35,arden,0.00021529197692871094
5,ft,36,cop,0.00021529197692871094
5,ft,37,carrier,0.00021398067474365234
5,ft,38,лів,0.00021386146545410156
5,ft,39,Minor,0.00021255016326904297
5,ft,40,open,0.0002117156982421875
5,ft,41,ij,0.00021076202392578125
5,ft,42,hado,0.0002105236053466797
5,ft,43,habit,0.00020742416381835938
5,ft,44,tons,0.00020396709442138672
5,ft,45,relations,0.00020360946655273438
5,ft,46,Duncan,0.0001989603042602539
5,ft,47,ris,0.00019741058349609375
5,ft,48,CE,0.00019681453704833984
5,ft,49,illet,0.00019562244415283203
5,ft,50,olas,0.00019490718841552734
5,ft,51,outs,0.00019216537475585938
5,ft,52,itt,0.0001914501190185547
5,ft,53,pull,0.0001913309097290039
5,ft,54,lambda,0.00019073486328125
5,ft,55,ambda,0.00019049644470214844
5,ft,56,intend,0.0001901388168334961
5,ft,57,мат,0.0001900196075439453
5,ft,58,Pur,0.0001900196075439453
5,ft,59,depos,0.0001888275146484375
5,ft,60,Nah,0.00018775463104248047
5,ft,61,MBOL,0.0001863241195678711
5,ft,62,LETE,0.0001857280731201172
5,ft,63,Computer,0.00018489360809326172
5,ft,64,em,0.0001838207244873047
5,ft,65,klass,0.00018358230590820312
5,ft,66,Situ,0.00018346309661865234
5,ft,67,Lamb,0.0001817941665649414
5,ft,68,eng,0.0001806020736694336
5,ft,69,agan,0.00018036365509033203
5,ft,70,Cer,0.0001798868179321289
5,ft,71,imos,0.000179290771484375
5,ft,72,older,0.00017917156219482422
5,ft,73,Been,0.0001780986785888672
5,ft,74,olds,0.0001780986785888672
5,ft,75,ʔ,0.00017702579498291016
5,ft,76,Than,0.00017690658569335938
5,ft,77,electro,0.00017654895782470703
5,ft,78,lat,0.00017535686492919922
5,ft,79,burning,0.00017499923706054688
5,ft,80,concentrate,0.00017464160919189453
5,ft,81,finance,0.00017380714416503906
5,ft,82,els,0.00017082691192626953
5,ft,83,orem,0.0001703500747680664
5,ft,84,ailable,0.00016999244689941406
5,ft,85,Eve,0.0001691579818725586
5,ft,86,ses,0.00016880035400390625
5,ft,87,reprodu,0.00016868114471435547
5,ft,88,iddle,0.00016832351684570312
5,ft,89,Executive,0.00016832351684570312
5,ft,90,commit,0.0001678466796875
5,ft,91,ijd,0.00016760826110839844
5,ft,92,overnight,0.00016736984252929688
5,ft,93,cel,0.0001671314239501953
5,ft,94,hat,0.00016570091247558594
5,ft,95,multicol,0.00016558170318603516
5,ft,96,Finance,0.0001646280288696289
5,ft,97,illes,0.00016427040100097656
5,ft,98,Adams,0.00016415119171142578
5,ft,99,Pav,0.00016391277313232422
5,ft,100,founder,0.00016367435455322266
